set,file_name,product_type,product_subgroup,calib_level,size_bytes,data_uri,parent_obsid
JWST,jw05022001001_04103_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,311849280,mast:JWST/product/jw05022001001_04103_00001-seg003_nrs1_x1dints.fits,298684534
JWST,jw05022001001_04104_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,312030720,mast:JWST/product/jw05022001001_04104_00001-seg002_nrs1_x1dints.fits,298684534
JWST,jw05022001001_04103_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,311849280,mast:JWST/product/jw05022001001_04103_00001-seg004_nrs1_x1dints.fits,298684534
JWST,jw05022-o001_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,4193035,mast:JWST/product/jw05022-o001_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,298684534
JWST,jw05022-o001_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,4675141440,mast:JWST/product/jw05022-o001_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,298684534
JWST,jw04711002001_04101_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,162748800,mast:JWST/product/jw04711002001_04101_00001-seg001_nrs2_x1dints.fits,300638967
JWST,jw04711002001_04101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,101136960,mast:JWST/product/jw04711002001_04101_00001-seg003_nrs1_x1dints.fits,300638967
JWST,jw04711002001_04101_00001-seg003_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,162748800,mast:JWST/product/jw04711002001_04101_00001-seg003_nrs2_x1dints.fits,300638967
JWST,jw04711002001_04101_00001-seg002_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,162748800,mast:JWST/product/jw04711002001_04101_00001-seg002_nrs2_x1dints.fits,300638967
JWST,jw04711002001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,101136960,mast:JWST/product/jw04711002001_04101_00001-seg001_nrs1_x1dints.fits,300638967
JWST,jw04711002001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,101136960,mast:JWST/product/jw04711002001_04101_00001-seg002_nrs1_x1dints.fits,300638967
JWST,jw04711-o002_t001_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,SCIENCE,WHTLT,3,188391,mast:JWST/product/jw04711-o002_t001_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,300638967
JWST,jw04711-o002_t001_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,SCIENCE,X1DINTS,3,791274240,mast:JWST/product/jw04711-o002_t001_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,300638967
JWST,jw05894002001_04102_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,328656960,mast:JWST/product/jw05894002001_04102_00001-seg001_nrs1_x1dints.fits,302128254
JWST,jw05894002001_04102_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,328354560,mast:JWST/product/jw05894002001_04102_00001-seg003_nrs1_x1dints.fits,302128254
JWST,jw05894002001_04102_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,328354560,mast:JWST/product/jw05894002001_04102_00001-seg002_nrs1_x1dints.fits,302128254
JWST,jw05894-o002_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,899607,mast:JWST/product/jw05894-o002_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,302128254
JWST,jw05894-o002_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,985242240,mast:JWST/product/jw05894-o002_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,302128254
JWST,jw04938002001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,299335680,mast:JWST/product/jw04938002001_04101_00001-seg002_nrs1_x1dints.fits,303175199
JWST,jw04938002001_04101_00001-seg005_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,296012160,mast:JWST/product/jw04938002001_04101_00001-seg005_nrs1_x1dints.fits,303175199
JWST,jw04938002001_04101_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,299335680,mast:JWST/product/jw04938002001_04101_00001-seg004_nrs1_x1dints.fits,303175199
JWST,jw04938002001_04101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,299335680,mast:JWST/product/jw04938002001_04101_00001-seg003_nrs1_x1dints.fits,303175199
JWST,jw04938002001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,299335680,mast:JWST/product/jw04938002001_04101_00001-seg001_nrs1_x1dints.fits,303175199
JWST,jw04938-o002_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,1355867,mast:JWST/product/jw04938-o002_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,303175199
JWST,jw04938-o002_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,1493084160,mast:JWST/product/jw04938-o002_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,303175199
JWST,jw06456001001_04101_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,333187200,mast:JWST/product/jw06456001001_04101_00001-seg004_nrs1_x1dints.fits,233637993
JWST,jw06456001001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,333792000,mast:JWST/product/jw06456001001_04101_00001-seg002_nrs1_x1dints.fits,233637993
JWST,jw06456001001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,333792000,mast:JWST/product/jw06456001001_04101_00001-seg001_nrs1_x1dints.fits,233637993
JWST,jw06456001001_04101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,333792000,mast:JWST/product/jw06456001001_04101_00001-seg003_nrs1_x1dints.fits,233637993
JWST,jw06456003001_04101_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,278660160,mast:JWST/product/jw06456003001_04101_00001-seg004_nrs1_x1dints.fits,233637779
JWST,jw06456003001_04101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,278660160,mast:JWST/product/jw06456003001_04101_00001-seg003_nrs1_x1dints.fits,233637779
JWST,jw06456003001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,281563200,mast:JWST/product/jw06456003001_04101_00001-seg001_nrs1_x1dints.fits,233637779
JWST,jw06456003001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,278660160,mast:JWST/product/jw06456003001_04101_00001-seg002_nrs1_x1dints.fits,233637779
JWST,jw05959015001_04102_00001-seg003_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,423478080,mast:JWST/product/jw05959015001_04102_00001-seg003_nrs2_x1dints.fits,233602612
JWST,jw05959015001_04102_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,263113920,mast:JWST/product/jw05959015001_04102_00001-seg002_nrs1_x1dints.fits,233602612
JWST,jw05959015001_04102_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,263113920,mast:JWST/product/jw05959015001_04102_00001-seg003_nrs1_x1dints.fits,233602612
JWST,jw05959015001_04102_00001-seg002_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,423478080,mast:JWST/product/jw05959015001_04102_00001-seg002_nrs2_x1dints.fits,233602612
JWST,jw05959015001_04102_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,265250880,mast:JWST/product/jw05959015001_04102_00001-seg001_nrs1_x1dints.fits,233602612
JWST,jw05959015001_04102_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,426919680,mast:JWST/product/jw05959015001_04102_00001-seg001_nrs2_x1dints.fits,233602612
JWST,jw06491001001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04101_00001-seg002_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04103_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04103_00001-seg002_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04103_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04103_00001-seg003_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04103_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04103_00001-seg004_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04102_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04102_00001-seg002_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04101_00001-seg001_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04102_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04102_00001-seg004_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04102_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04102_00001-seg001_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04101_00001-seg003_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04101_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04101_00001-seg004_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04103_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04103_00001-seg001_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04102_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04102_00001-seg003_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04106_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04106_00001-seg001_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04106_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04106_00001-seg002_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04105_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04105_00001-seg004_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04106_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04106_00001-seg003_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04106_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04106_00001-seg004_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04105_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04105_00001-seg001_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04105_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04105_00001-seg002_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04105_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04105_00001-seg003_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04104_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04104_00001-seg004_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04104_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04104_00001-seg003_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04104_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04104_00001-seg002_nrs1_x1dints.fits,349841413
JWST,jw06491001001_04104_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338143680,mast:JWST/product/jw06491001001_04104_00001-seg001_nrs1_x1dints.fits,349841413
JWST,jw05959007001_04102_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,164753280,mast:JWST/product/jw05959007001_04102_00001-seg001_nrs1_x1dints.fits,233637670
JWST,jw05959007001_04102_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,265147200,mast:JWST/product/jw05959007001_04102_00001-seg001_nrs2_x1dints.fits,233637670
JWST,jw05959007001_04102_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,159765120,mast:JWST/product/jw05959007001_04102_00001-seg002_nrs1_x1dints.fits,233637670
JWST,jw05959007001_04102_00001-seg003_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,257117760,mast:JWST/product/jw05959007001_04102_00001-seg003_nrs2_x1dints.fits,233637670
JWST,jw05959007001_04102_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,159765120,mast:JWST/product/jw05959007001_04102_00001-seg003_nrs1_x1dints.fits,233637670
JWST,jw05959007001_04102_00001-seg002_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,257117760,mast:JWST/product/jw05959007001_04102_00001-seg002_nrs2_x1dints.fits,233637670
JWST,jw06456015001_04101_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,342927360,mast:JWST/product/jw06456015001_04101_00001-seg004_nrs1_x1dints.fits,233498454
JWST,jw06456015001_04101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,357831360,mast:JWST/product/jw06456015001_04101_00001-seg003_nrs1_x1dints.fits,233498454
JWST,jw06456015001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,357831360,mast:JWST/product/jw06456015001_04101_00001-seg001_nrs1_x1dints.fits,233498454
JWST,jw06456015001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,357831360,mast:JWST/product/jw06456015001_04101_00001-seg002_nrs1_x1dints.fits,233498454
JWST,jw06456-o015_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,1289881,mast:JWST/product/jw06456-o015_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,233498454
JWST,jw06456-o015_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,1416228480,mast:JWST/product/jw06456-o015_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,233498454
JWST,jw05959-o015_t007_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,SCIENCE,WHTLT,3,487203,mast:JWST/product/jw05959-o015_t007_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,233602612
JWST,jw05959-o015_t007_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,SCIENCE,X1DINTS,3,2064833280,mast:JWST/product/jw05959-o015_t007_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,233602612
JWST,jw05959-o007_t007_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,SCIENCE,WHTLT,3,298348,mast:JWST/product/jw05959-o007_t007_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,233637670
JWST,jw05959-o007_t007_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,SCIENCE,X1DINTS,3,1263225600,mast:JWST/product/jw05959-o007_t007_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,233637670
JWST,jw06456-o003_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,1020275,mast:JWST/product/jw06456-o003_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,233637779
JWST,jw06456-o003_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,1117344960,mast:JWST/product/jw06456-o003_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,233637779
JWST,jw06456-o001_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,1218457,mast:JWST/product/jw06456-o001_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,233637993
JWST,jw06456-o001_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,1334370240,mast:JWST/product/jw06456-o001_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,233637993
JWST,jw05959016001_04102_00001-seg005_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,418029120,mast:JWST/product/jw05959016001_04102_00001-seg005_nrs2_x1dints.fits,243254078
JWST,jw05959016001_04102_00001-seg002_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,418029120,mast:JWST/product/jw05959016001_04102_00001-seg002_nrs2_x1dints.fits,243254078
JWST,jw05959016001_04102_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,259729920,mast:JWST/product/jw05959016001_04102_00001-seg002_nrs1_x1dints.fits,243254078
JWST,jw05959016001_04102_00001-seg003_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,418029120,mast:JWST/product/jw05959016001_04102_00001-seg003_nrs2_x1dints.fits,243254078
JWST,jw05959016001_04102_00001-seg005_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,259729920,mast:JWST/product/jw05959016001_04102_00001-seg005_nrs1_x1dints.fits,243254078
JWST,jw05959016001_04102_00001-seg006_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,417744000,mast:JWST/product/jw05959016001_04102_00001-seg006_nrs2_x1dints.fits,243254078
JWST,jw05959016001_04102_00001-seg004_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,418029120,mast:JWST/product/jw05959016001_04102_00001-seg004_nrs2_x1dints.fits,243254078
JWST,jw05959016001_04102_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,259729920,mast:JWST/product/jw05959016001_04102_00001-seg003_nrs1_x1dints.fits,243254078
JWST,jw05959016001_04102_00001-seg006_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,259551360,mast:JWST/product/jw05959016001_04102_00001-seg006_nrs1_x1dints.fits,243254078
JWST,jw05959016001_04102_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,418029120,mast:JWST/product/jw05959016001_04102_00001-seg001_nrs2_x1dints.fits,243254078
JWST,jw05959016001_04102_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,259729920,mast:JWST/product/jw05959016001_04102_00001-seg001_nrs1_x1dints.fits,243254078
JWST,jw05959016001_04102_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,259729920,mast:JWST/product/jw05959016001_04102_00001-seg004_nrs1_x1dints.fits,243254078
JWST,jw05959-o016_t001_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,SCIENCE,WHTLT,3,965962,mast:JWST/product/jw05959-o016_t001_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,243254078
JWST,jw05959-o016_t001_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,SCIENCE,X1DINTS,3,4064947200,mast:JWST/product/jw05959-o016_t001_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,243254078
JWST,jw03385001001_04104_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,151568640,mast:JWST/product/jw03385001001_04104_00001-seg001_nrs1_x1dints.fits,253829766
JWST,jw03385001001_04102_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,151568640,mast:JWST/product/jw03385001001_04102_00001-seg001_nrs1_x1dints.fits,253829766
JWST,jw03385001001_04103_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,243921600,mast:JWST/product/jw03385001001_04103_00001-seg001_nrs2_x1dints.fits,253829766
JWST,jw03385001001_04102_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,243921600,mast:JWST/product/jw03385001001_04102_00001-seg001_nrs2_x1dints.fits,253829766
JWST,jw03385001001_04103_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,151568640,mast:JWST/product/jw03385001001_04103_00001-seg001_nrs1_x1dints.fits,253829766
JWST,jw03385001001_04104_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,243921600,mast:JWST/product/jw03385001001_04104_00001-seg001_nrs2_x1dints.fits,253829766
JWST,jw03385-o001_t001_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,SCIENCE,WHTLT,3,282543,mast:JWST/product/jw03385-o001_t001_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,253829766
JWST,jw03385-o001_t001_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,SCIENCE,X1DINTS,3,1185949440,mast:JWST/product/jw03385-o001_t001_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,253829766
JWST,jw06456004001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,341046720,mast:JWST/product/jw06456004001_04101_00001-seg001_nrs1_x1dints.fits,268647667
JWST,jw06456004001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338630400,mast:JWST/product/jw06456004001_04101_00001-seg002_nrs1_x1dints.fits,268647667
JWST,jw06456004001_04101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,338630400,mast:JWST/product/jw06456004001_04101_00001-seg003_nrs1_x1dints.fits,268647667
JWST,jw06456-o004_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,929761,mast:JWST/product/jw06456-o004_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,268647667
JWST,jw06456-o004_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,1018186560,mast:JWST/product/jw06456-o004_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,268647667
JWST,jw06456005001_04101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,266083200,mast:JWST/product/jw06456005001_04101_00001-seg003_nrs1_x1dints.fits,272025849
JWST,jw06456005001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,269107200,mast:JWST/product/jw06456005001_04101_00001-seg001_nrs1_x1dints.fits,272025849
JWST,jw06456005001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,269107200,mast:JWST/product/jw06456005001_04101_00001-seg002_nrs1_x1dints.fits,272025849
JWST,jw06456-o005_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,734432,mast:JWST/product/jw06456-o005_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,272025849
JWST,jw06456-o005_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,804182400,mast:JWST/product/jw06456-o005_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,272025849
JWST,jw06456002001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,296916480,mast:JWST/product/jw06456002001_04101_00001-seg002_nrs1_x1dints.fits,278748261
JWST,jw06456002001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,297521280,mast:JWST/product/jw06456002001_04101_00001-seg001_nrs1_x1dints.fits,278748261
JWST,jw06456-o002_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,542851,mast:JWST/product/jw06456-o002_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,278748261
JWST,jw06456-o002_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,594388800,mast:JWST/product/jw06456-o002_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,278748261
JWST,jw09256006001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,354346560,mast:JWST/product/jw09256006001_04101_00001-seg001_nrs1_x1dints.fits,295129097
JWST,jw09256006001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,353741760,mast:JWST/product/jw09256006001_04101_00001-seg002_nrs1_x1dints.fits,295129097
JWST,jw09256-o006_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,646697,mast:JWST/product/jw09256-o006_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,295129097
JWST,jw09256-o006_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,708042240,mast:JWST/product/jw09256-o006_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,295129097
JWST,jw09436001001_04101_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,592534080,mast:JWST/product/jw09436001001_04101_00001-seg004_nrs1_x1dints.fits,298437289
JWST,jw09436001001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,592534080,mast:JWST/product/jw09436001001_04101_00001-seg002_nrs1_x1dints.fits,298437289
JWST,jw09436001001_04101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,592534080,mast:JWST/product/jw09436001001_04101_00001-seg003_nrs1_x1dints.fits,298437289
JWST,jw09436001001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,598579200,mast:JWST/product/jw09436001001_04101_00001-seg001_nrs1_x1dints.fits,298437289
JWST,jw09256008001_04101_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,283616640,mast:JWST/product/jw09256008001_04101_00001-seg004_nrs1_x1dints.fits,298436661
JWST,jw09256008001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,284221440,mast:JWST/product/jw09256008001_04101_00001-seg001_nrs1_x1dints.fits,298436661
JWST,jw09256008001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,283616640,mast:JWST/product/jw09256008001_04101_00001-seg002_nrs1_x1dints.fits,298436661
JWST,jw09256008001_04101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,283616640,mast:JWST/product/jw09256008001_04101_00001-seg003_nrs1_x1dints.fits,298436661
JWST,jw09256-o008_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,1036275,mast:JWST/product/jw09256-o008_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,298436661
JWST,jw09256-o008_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,1134878400,mast:JWST/product/jw09256-o008_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,298436661
JWST,jw09436-o001_t001_nirspec_clear-prism-s1600a1-sub512s_whtlt.ecsv,SCIENCE,WHTLT,3,2138337,mast:JWST/product/jw09436-o001_t001_nirspec_clear-prism-s1600a1-sub512s_whtlt.ecsv,298437289
JWST,jw09436-o001_t001_nirspec_clear-prism-s1600a1-sub512s_x1dints.fits,SCIENCE,X1DINTS,3,2375965440,mast:JWST/product/jw09436-o001_t001_nirspec_clear-prism-s1600a1-sub512s_x1dints.fits,298437289
